itemId,title,price,condition,itemDescription
v1|110555257953|410109494493,Full Size Teddy Fleece Upholstered Daybed with Twin Trundle & Smart LED Light,"['379.99', 'USD']",New,"Product Description Twin/Full Size Daybed with Trundle Embossed with light stripes on each side of the bed, this daybed brings artistic atmosphere to your home. The design is full of fun and can make you feel easy and comfortable.This bed provides a fun and adorable place for you to enjoy yourselves.This modern profile of the bed track design acts as an eye-catching focal point.This bed comes with a twin size trundle. Perfect for small apartment or someone who love sleepovers. Simply roll out the trundle when it is needed and roll in when it's not in use. This daybed will surely be a beautiful and practical piece for your bedroom. Notes: Manual measurement has been used,there may be some reasonable error.All the pictures are taken by actual samples, slight chromatic aberration may occur due to lighting or display. Specification Size：Twin Weight & Dimensions： Overall Product Dimension: 79.5""L x 43.9""W x 35.8""H Number of Package：2 Overall Product Weight：85.98 LBS Size：Full Weight & Dimensions Overall Product Dimension：79.5""L x 58.9""W x 38.5""H Number of Package：2 Overall Product Weight：97.57 LBS Weight Capacity Bed: 500LBS /Trundle:500LBS Recommended Mattress Thickness 6"" Color Gray/Beige/ Pink Material Plywood+Teddy Fleece Box Spring Required No Number of slats Bed: 12 /Trundle: 6 Smarter LED Bed Frame Use the mobile APP to control the LED lights, which not only can create a romantic atmosphere for your bedroom, but also can be used as a night light. Space-saving This bed comes with a twin size trundle. Perfect for small apartment or someone who love sleepovers. Simply roll out the trundle when it is needed and roll in when it's not in use. Payment Feedback Terms of sales Shipping Contact us -Payment should be completed within 7 days , or ""Unpaid case"" will be opened by EBAY automatically - The item shall be dispatched to your ebay address. Please make sure that your ebay address is correct before the payment."
v1|110555275631|410109500733,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240624124947,"['272.17', 'USD']",New,variation group level description
v1|110555275997|410109500743,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240624125104,"['272.17', 'USD']",New,variation group level description
v1|110555276064|410109500752,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240624125321,"['272.17', 'USD']",New,variation group level description
v1|110555269618|410109496323,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240620085412,"['272.17', 'USD']",New,variation group level description
v1|110555269621|410109496326,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240620085419,"['272.17', 'USD']",New,variation group level description
v1|110555269595|410109497643,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240620085304,"['272.17', 'USD']",New,variation group level description
v1|110555269596|410109498169,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240620085305,"['272.17', 'USD']",New,variation group level description
v1|110555275757|410109500471,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240624125013,"['272.17', 'USD']",New,variation group level description
v1|110555266414|410109495059,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240618043358,"['272.17', 'USD']",New,variation group level description
v1|110555266427|410109495061,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240618043516,"['272.17', 'USD']",New,variation group level description
v1|110555266453|410109495065,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240618043711,"['272.17', 'USD']",New,variation group level description
v1|110555266711|410109495098,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240618083323,"['272.17', 'USD']",New,variation group level description
v1|110555266787|410109495105,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240618092106,"['272.17', 'USD']",New,variation group level description
v1|110555266438|410109495898,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240618043557,"['272.17', 'USD']",New,variation group level description
v1|110555266724|410109496084,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240618083440,"['272.17', 'USD']",New,variation group level description
v1|110555266804|410109496658,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240618092224,"['272.17', 'USD']",New,variation group level description
v1|110555259599|410109493098,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240614083716,"['272.17', 'USD']",New,variation group level description
v1|110555259605|410109493101,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240614083727,"['272.17', 'USD']",New,variation group level description
v1|110555259573|410109493296,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240614083558,"['272.17', 'USD']",New,variation group level description
v1|110555259574|410109494044,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240614083601,"['272.17', 'USD']",New,variation group level description
v1|110555263338|410109495168,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_06095754,"['272.17', 'USD']",New,variation group level description
v1|110555282526|410109502973,NEW Mens NIKE Field General Pro TD 833386 310 Green Camo Football Cleats Shoes,"['67.99', 'USD']",New with box,"OVER 50,000 PAIRS OF SNEAKERS SOLD ON EBAY !!! ALL ITEMS GUARANTEED 100% AUTHENTIC !!!Condition: Brand new, never worn Nike football cleats.Style: Nike Field General Pro TD football cleats. (SKU 833386 310)Color: Pine green in color with black and white trim. Width: D (normal/average)Description: These Nike football style cleats feature mostly synthetic uppers with a camo look and stars by the heel area. Great pair of cleats perfect for field wear.Retail Price: $85.00Shipping info: $ FREE SHIPPING WITHIN THE USA AND TO ALL MILITARY APO/FPO BOXES !! / $40 CAN/ International e-mail for exact charge. CHECK OUT 1000'S OF OTHER ITEMS IN OUR EBAY STORE !!SATISFACTION IS ALWAYS GUARANTEED !!"
v1|110555283769|0,Nike Travel Tote Shoe Bag silver gray black,"['9.95', 'USD']",New,Brand new Great for shie storage or travel laundry bag 11x17.5 inches Made in Korea Free SHIPPING
v1|110555249470|0,5case1pos running shoes,"['70.00', 'USD']",New,Test Description
v1|110555254608|410109491364,Newborn Baby Girl Crib Pram Shoes Bow Soft Prewalker Shoes Anti-slip 0-18M,"['34.99', 'USD']",New with box,"Shoes Measurement: Recommended Age Insole Length in Inch Insole Length in CM 0- 6 months 4.1” 10.5 cm 6-12 months 4.5” 11.5 cm 12-18 months 4.9” 12.5 cm Specifications: Upper Material: Leather Heel Type: Flat Gender: Baby Girls Season: Spring,Summer Age Range: 0-18 Months High-quality material selection, dry and breathable, non-slip and wear-resistant Exquisite workmanship and durable Easy to wear and take off The sole is soft and has strong resilience Package included: 1 Pair Baby Shoes Return Policy 1. This product has a 14 Days warranty. 2. Our warranty does not extended to any products that are physically damaged or that are not under normal operating conditions as a result of misuse or improper installation on the buyer/user's part. 3. For all returned products, buyers MUST contact us for the returning address."
v1|110555249469|0,6case1pos running shoes,"['1922.00', 'USD']",New,Test Description
v1|110555269327|410109496591,4pcs Pet Dog Boots Puppy Cute New Sports Anti-slip Shoes Sneakers For Small Dogs,"['4.98', 'USD']",New with tags,"Description: 100% Brand New and high quality. Features: Material:Beef tendon bottom,Mesh Color:As the picture shown Size:As the picture shown (1 inch =25.4mm or 1mm = 0.0393 inch) Package Includes: 1 set pet shoes Notice: 1. Please allow 2-3% error due to manual measurement. Please make sure you do not mind before you bid. 2. The colors may have different as the difference display, please understand."
v1|110555269328|410109496773,4pcs Pet Dog Boots Puppy Cute New Sports Anti-slip Shoes Sneakers For Small Dogs,"['4.98', 'USD']",New with tags,"Description: 100% Brand New and high quality. Features: Material:Beef tendon bottom,Mesh Color:As the picture shown Size:As the picture shown (1 inch =25.4mm or 1mm = 0.0393 inch) Package Includes: 1 set pet shoes Notice: 1. Please allow 2-3% error due to manual measurement. Please make sure you do not mind before you bid. 2. The colors may have different as the difference display, please understand."
v1|110555342433|410109503368,US Dahua 8CH 4K 8MP IP Smart Ai Security ip Camera Systems full color IR Mic lot,"['107.00', 'USD']",New,"4K 8MP Smart Dual Light Active Deterrence Fixed-focal Eyeball WizSense Network Camera system IPC-HDW3849H-AS-PV 4K 8MP Smart Dual Light Active Deterrence Fixed-focal Eyeball WizSense Network Camera > 8-MP 1/2.8"" CMOS image sensor, low luminance, and high definition image. > Outputs max. 8 MP (3840 × 2160)-25/30 fps. > H.265 codec, high compression rate, ultra-low bit rate. > Built-in warm light and IR LED; the max. IR illumination distance is 30 m and warm light distance is 30 m. > ROI, SMART H.264+/H.265+, AI H.264/H.265, flexible coding, applicable to various bandwidth and storage environments. > Rotation mode, WDR, 3D NR, HLC, BLC, digital watermarking, applicable to various monitoring scenes. > Intelligent monitoring: Intrusion, tripwire (the two function support the classification and accurate detection of vehicle and human). > Abnormality detection: Motion detection, privacy masking, scene changing, audio detection, no SD card, SD card full, SD card error, network disconnection, IP conflict, illegal access, and voltage detection. > Alarm: 1 in, 1 out; audio: 1 in, 1 out; supports max. 256 G Micro SD card; built-in dual Mic; built-in speaker; 1-ch speaker; support two-way talk > 12 VDC/PoE power supply. > IP67 protection. > Sound and light alarm (red and blue lights). > SMD 4.0. > One-tap arming/disarming through alarm input. NVR2108HS-8P-I2 8 Channel Compact 1U 8PoE 1HDD WizSense Network Video Recorder > Smart H.265+/H.265/Smart H.264+/H.264/MJPEG decoding format > Max. decoding capability: 6 × 1080p-30 fps. Supports adaptive decoding > 1-channel face detection and recognition (AI by NVR); 1-channel perimeter protection (AI by NVR); up to 10 face databases and 5,000 face images; 4-channel SMD Plus (AI by NVR); > AI by camera: Face detection and recognition, perimeter protection, and SMD Plus > Connected to the third-party network cameras > Security baseline 2.1 With advanced deep learning algorithm, Dahua WizSense 3 Series network camera supports intelligent functions, such as perimeter protection and smart motion detection. With starlight technology, this series camera provides a better image effect in the condition of low illuminance. Play&Play Original Dahua Security Home CCTV System Functions Siren and Light Active Deterrence Dahua siren and light active deterrence network camera supports thelight alarm and voice alarm when perimeter event occurs, to realize thedeterrence and effective intervention. The camera is built in multiplevoices for selection, and supports customized voice importing. SMD 4.0 Dahua Smart Motion Detection technology works with intelligentalgorithms to classify targets that trigger motion detection alarms. Itfilters out objects that are not targets, such as small and large animals,to avoid triggering false alarms. With an AI NVR, Quick Pick technologybecomes available, allowing you to easily search for and pick out humanand vehicle targets from SMD event videos, prioritizing the highestmatches. Smart Dual Light Dahua Smart Dual Light technology adopts smart algorithm to detecttargets. Usually, the IR illuminator is on at night; when the targetappears in the monitoring area, the white light is on, and the camerarecords the full-color video and information of key events. That is, thecamera links snapshot and video with full-color image. When the targetis out of the monitoring area, the white light is off and the IR illuminatoris on, which reduces light pollution efficiently. Perimeter Protection With deep learning algorithm, Dahua Perimeter Protection technologycan recognize human and vehicle accurately. In restricted area (suchas pedestrian area and vehicle area), the false alarms of intelligentdetection based on target type (such as tripwire, intrusion) are largelyreduced. Full-color With high-performance sensor and large aperture lens, Dahua Full-colortechnology can display clear colorful image in the environment of ultralow illuminance. With this photosensitivity technology, the camera cancapture more available light, and display more colorful image details Smart H.265+ & Smart H.264+ With advanced scene-adaptive rate control algorithm, Dahua smartencoding technology realizes the higher encoding efficiency than H.265and H.264, provides high-quality video, and reduces the cost of storageand transmission Cyber Security Dahua network cameras employ a series of security technologies,including security authentication and authorization, access controlprotocols, trusted protection, encrypted transmission and encryptedstorage. These technologies improve the camera's defense againstexternal cyber threats and prevent malicious programs fromcompromising the device. Protection (IP67, Wide Voltage) IP67: The camera passes a series of strict test on dust and soak. It has dust-proof function, and the enclosure can work normally after soakingin 1 m deep water for 30 minutes.Wide voltage: The camera allows ±30% (for some power supplies)input voltage tolerance (wide voltage range), and it is widely applied tooutdoor environment with instable voltage. Easy for using About Us: 1. Cameras and NVR are 100% Original Dahua, with Dahua Logo, support Upgrade firmware. 2. We Support batch order. If you want more and save more, pls contact us to get a better price. 4. Installers and traders welcome to contact with us Price List! 5. We are Top agent, and with more 10 years security system experience 6. This item is provided with 3 years warranty, and All-life technical Support. if there is any problem after purchased, please feel free to contact us for help. System Tools： > APP : iDmss( iOS), gDmss( Android), > PC client : Smartpass lite > Search Tool：Config Tool （search device and change IP address if needed） > Default IP：192.168.1.108 > Camera lens: 2.8mm Kindly Remind : 4CH=4channel, means that NVR can max can add 4pcs cameras to NVR(Network video recorder) 8CH=8channel, means that NVR can max can add 8pcs cameras to NVR(Network video recorder) 16CH=16channel, means that NVR can max can add 16pcs cameras to NVR(Network video recorder) 32CH=32channel, means that NVR can max can add 32pcs cameras to NVR(Network video recorder) Specifications Camera IPC-HDW3849H-AS-PV Image Sensor 1/2.7"" CMOS Max. Resolution 3840 (H) × 2160 (V) ROM 256 MB RAM 2 G Scanning System Progressive Electronic Shutter Speed Auto/Manual 1/3 s–1/100,000 s Min. Illumination 0.004 lux-F1.0 (Color, 30 IRE) 0.0004 lux-F1.0 (B/W, 30 IRE) 0 lux (illuminator on) S/N Ratio >56 dB Illumination Distance Up to 30 m (98.43 ft) (IR) Up to 30 m (98.43 ft) (Warm light) Illuminator On/Off Control Auto;Manual Illuminator Number 1 (IR LED); 1 (Warm light) Angle Adjustment Pan: 0°–360° Tilt: 0°–78° Rotation: 0°–360° Lens Lens Type Fixed-focal Lens Mount M12 Focal Length 2.8 mm; 3.6 mm Max. Aperture F1.0 Field of View 2.8 mm: H: 106°; V: 55°; D: 125° 3.6 mm: H: 85; V: 45°; D: 102° Iris Control Fixed Close Focus Distance 2.8 mm: 1.5 m (4.92 ft) 3.6 mm: 2.2 m (7.22 ft) DORI Distance Lens Detect Observe Recognize Identify 2.8 mm 66.0 m (216.54 ft) 26.4 m (86.61 ft) 13.2 m (43.31 ft) 6.6 m (21.65 ft) 3.6 mm 78.0 m (255.91 ft) 22.2 m (102.36 ft) 15.6 m (51.18 ft) 7.8 m (25.59 ft) DORI (Detect, Observe, Recognize, Identify) is a standard system (EN-62676-4) for defining the ability of a person viewing the video to distinguish persons or objects within a covered area. The numbers in this table do not reflect intelligent function distances. For intelligent function distances, refer to installation and commissioning manual/project design tool. Intelligence IVS (Perimeter Protection) Intrusion, tripwire (the two functions support the classification and accurate detection of vehicle and human) SMD SMD 4.0 AcuPick Uses deep learning algorithms and works with back-end devices to accurately match targets, such as people and motor vehicles, and search through live and recorded videos to quickly locate targets. AI SSA Adopt deep learning algorithms to adjust the parameters of the image to suit the conditions. Smart Search Work together with Smart NVR to perform refine intelligent search, event extraction and merging to event videos Video Video Compression H.265; H.264; H.264H; H.264B; MJPEG (only supported by the sub stream) Smart Codec Smart H.265+; Smart H.264+ AI Coding AI H.265 (Compression rate ≥25%) AI H.264 (Compression rate ≥25%) Video Frame Rate Main stream: 3840 × 2160 -(1 fps–25/30 fps) Sub stream: 704 × 576-(1–25 fps)/704 × 480-(1–30 fps) Third stream: 1920 × 1080-(1–25/30 fps) *The values above are the max. frame rates of each stream; for multiple streams, the values will be subjected to the total encoding capacity. Stream Capability 3 streams Resolution 8M (3840 × 2160); 6M (3072 × 2048); 5M (3072 × 1728/2592 × 1944); 4M (2688 × 1520/2560 × 1440); 3M (2048 × 1536/2304 × 1296); 1080p (1920 × 1080); 1.3M (1280 × 960); 720p (1280 × 720); D1 (704 × 576/704 × 480); VGA (640 × 480); CIF (352 × 288/352 × 240) Bit Rate Control CBR/VBR/ABR Video Bit Rate H.264: 3 kbps–16384 kbps; H.265: 3 kbps–16384 kbps Day/Night Auto(ICR)/Color/B/W BLC Yes HLC Yes WDR 120 dB Scene Self-adaptation (SSA) Yes White Balance Auto; natural; street lamp; outdoor; manual; regional custom Gain Control Auto Noise Reduction 3D NR Motion Detection OFF/ON (4 areas, rectangular) Region of Interest (RoI) Yes (4 areas) Smart Illumination Yes Defog Yes Image Rotation 0°/90°/180°/270° (Support 90°/270° with 2688 × 1520 resolution and lower) Mirror Yes Privacy Masking 4 areas LDC Yes Audio Built-in MIC Yes Built-in Speaker Yes Audio Compression PCM; G.711a; G.711Mu; G.726; G.723 Alarm Alarm Event No SD card; SD card full; SD card error; network disconnection; IP conflict; illegal access; motion detection; video tampering; tripwire; intrusion; scene changing; audio detection; intensity change; voltage detection; external alarm; SMD; security exception Network Network Port RJ-45 (10/100 Base-T) SDK and API Yes Network Protocol IPv4; IPv6; HTTP; TCP; UDP; ARP; RTP ; RTSP; RTCP; RTMP; SMTP; FTP; SFTP; DHCP; DNS; DDNS; QoS; UPnP; NTP; Multicast; ICMP; IGMP; NFS; PPPoE; SNMP; P2P Interoperability ONVIF (Profile S; Profile G;Profile T); CGI User/Host 20 (Total bandwidth: 64 M) Storage FTP;SFTP; Micro SD card (support max. 256 GB); NAS Browser IE: IE 9/11 Chrome Firefox Management Software Smart PSS Lite; DSS; DMSS Mobile Client iOS;Android Cyber Security Video encrypton;Firmware encrypton;Confguraton encrypton;Digest;WSSE;Account lockout;Security logs;IP/ MAC fltering;Generaton and importng of X.509 ce rtfcaton;syslog;HTTPS;802.1x;Trusted boot;Trusted executon;Trusted upgrade Certification Certifications CE-LVD: EN 62368-1; CE-EMC: Electromagnetic Compatibility Directive 2014/30/EU Port Audio Input 1 channel (RCA port) Audio Output 1 channel (RCA port) Alarm Input 1 channel in: wet contact, 5 mA 3–5 VDC Alarm Output 1 channel out: wet contact, 300 mA 12 VDC Power Power Supply 12 VDC; PoE Power Consumption Basic: 4.5 W (12 VDC); 5.8 W (PoE) Max. (H.265+WDR+ warm light+siren and light active deterrence + intelligence on): 8.6 W (12 VDC); 10.1 W (PoE) Environment Operating Temperature –40 °C to +60 °C (–40 °F to +140 °F) Operating Humidity ≤95% Protection IP67 Structure Casing Material Metal Product Dimensions Φ122.0 mm × 110.9 mm (4.80"" × Φ4.37"") Net Weight 0.75 kg (1.65 lb) Gross Weight 0.92 kg (2.03 lb) System NVR2108HS-8P-I2 Main Processor Industrial-grade embedded processor Operating System Embedded Linux Operation Interface Web; local GUI AI AI by Camera Face detection; face recognition; perimeter protection; SMD Plus AI by Device Face detection; face recognition; perimeter protection; SMD Plus Perimeter Protection Perimeter Performance AI by Device(Number of Channels) 1 Perimeter Performance of AI by Camera (Number of Channels) 4 Face Detection Face Attributes 6 attibutes: Gender; age group (6); glasses; expressions (8); mouth mask; beard Face Detection Performance of AI by Device (1080P) (Number of Channels) 1 (up to 12 face images/second) Face Detection Performance of AI by Camera (Number of Channels) 5 Face Recognition Face Database Capacity Up to 10 face databases with 5,000 images Face Recognition Performance of AI by Device (1080P) (Number of Channels) 1 (up to 4 face images/second) Face Recognition Performance of AI by Camera (Number of Channels) 5 SMD Plus SMD Plus by Device 4 SMD Plus by Camera 6-channel SMD Plus (AI by camera): Detects tripwire and intrustion of human or vehicle; filters false alarms caused by leaves, raindrops and change of brightness away Video Access Channel 8 channels Network Bandwidth AI off: Access: 144 Mbps; Storage: 144 Mbps; Forward: 72 Mbps AI on: Access: 72 Mbps; Storage: 72 Mbps; Forward: 36 Mbps Resolution 12MP; 8MP; 5MP; 4MP; 3MP; 2MP; 720p; D1 Decoding Capability AI disabled: 1-channel 12MP-30 fps; 1-channel 8MP-30 fps; 2-channel 5MP-30 fps; 3-channel 4MP-30 fps; 6-channel 1080p-30 fps AI enabled: 1-channel 8MP-30 fps; 1-channel 5MP-30 fps; 2-channel 4MP-30 fps; 4-channel 1080p-30 fps Video Output 1 × VGA, 1 × HDMI (simultaneous) Multi-screen Display 1, 4, 8, 9 views Third Party Camera Access Onvif Compression Video Smart H.265+; H.265; Smart H.264+; H.264; MJPEG Audio PCM; G711A; G711U; G726 Network Network Protocol HTTP; HTTPS; TCP/IP; IPv4; RTSP; UDP; NTP; DHCP; DNS; SMTP; UPnP; IP Filter; DDNS; Alarm Server; IP Search (Supports Dahua IP camera, DVR, NVS, etc.); P2P;Auto Registration Mobile Phone Access Android; iOS Interoperability ONVIF (profile T; profile S; profile G); CGI; SDK Browser Chrome; IE9 or later; Firefox Record Playback Multi-channel Playback Up to 8 channels Record Mode Manual record; alarm recordings; motion detection recordings; scheduled recordings Storage Local HDD and network Backup USB device Playback Function 1. Play; pause; stop; fast forward; fast backward; rewind; play by frame 2. Full screen; backup (vide clip/file); partially zom in; audio on/off Alarm General Alarm Motion detection; privacy masking; video loss; PIR alarm; IPC alarm Anomaly Alarm Camera offline; storage error; disk full; IP conflict; MAC conflict; login lock; cyber security exception Intelligent Alarm Face detection; face recognition; perimeter protection (intrusion and tripwire); IVS; SMD Plus Alarm Linkage Recording; snapshot; buzzer; log; preset; email; tour External Port HDD 1 SATA port, up to 10 TB. The maximum HDD capacity varies with environment temperature USB 1 × front USB2.0; 1 × back USB2.0 HDMI 1 (max. resolution: 4K) VGA 1 Network 1 × RJ-45, 10/100/1000 Mbps PoE 8 × PoE ports, 10/100 Mbps RCA Input 1 RCA Output 1 General Parameter Power Supply 53VDC, 1.8A Power Consumption Total output of NVR is ≤ 10W (without HDD)Total output power of PoE is 72W, the maximum output power of asingle port is 25.5W Net Weight 0.92 kg (2.03 lb) Gross weight 2.07 kg (4.56 lb) Product Dimensions 260 mm × 232.7 mm × 47.6 mm (10.24"" × 9.16"" × 1.87"") (W × L × H) Package Dimensions 117 mm × 373 mm × 307 mm (4.61"" × 14.69"" × 12.09"") (W × L × H) Operating Temperature –10 °C to +55 °C (+14 °F to +131 °F) Storage Temperature 0 °C to 40 °C (32 °F to 104 °F) Operating Humidity 10%–93% Storage Humidity 30%–85% Operating Altitude 3,000 m (9,842.52 ft) Installation Desktop Certifications FCC:47 CFR FCC Part15,SubpartB,Class A CE-EMC:EN 55032:2015,Class A;EN IEC 61000-3-2:2019;EN 61000-3-3:2013+A1:2019;EN 55024:2010+A1:2015;EN 55035:2017;EN 50130-4:2011+A1:2014 CE-LVD:EN 62368-1:2014+A11:2017 Q&A Q: Can I use WiFi for this camera ? A: No, This is wired camera, should connect wired internet cable, it is not a wifi camera. Q : What is POE camera? A: Means that camera can power by POE switch or POE NVR, internet cables can supplier power to camera, no need connect extra power adapter. Please note, camera without power adapter in it, so we sugget you use POE switch or extra power adapter if needed Q: What is APP for this camera? A: APP is DMSS, support IOS or andriod. for PC client software is Smartpss Q: Can I update firmware for this camera? A: Yes , you can update firmware yourself, this is original dahua camera, support update firmware. Q: This camera is in english version？ A: Yes, camera in english version What we do Who we are When we ship When you buy Warranty ☑ 10 years experience in CCTV security market ☑ Top official agent of Dah-ua&HIKVISION ☑ Warranty 3years ☑ 7*18hours aftersale service ☑ US,AU,ES,RU,CN warehouse"
