,title,price,condition,description
930,asdzxcqwe MM4.00.55,854.00,New,"Life time toll free support 30 day money back guarantee Free shipping Product *Monitor sold separately Qwe Monitor Acer 27” 170Hz 2K Gaming Monitor 1ms AMD FreeSync Premium, WQHD (2560 x 1440), HDR Support (1 x Display Port 1.2 & 2 x HDMI 2.0 Ports) Nitro KG271U Pbiip Cases LIAN LI PC-O11 Dynamic Razer Edition Black Tempered Glass on the Front Power Supply EVGA SuperNOVA 750 GT, 80 Plus Gold 750W, Fully Modular, Auto Eco Mode with FDB Fan Memory 8gbx2 Operating Systems Microsoft Windows 10 Home 64-Bit Edition (configured w/drivers and updates) plus System Recovery (secure HDD partition+ bootable USB) $854.00 *This is custom PC configuration build using our system configurator tool. To insure order accuracy please review system configuration before ordering. .st0 { fill: #000720; } System Configurator More info Monitor Acer 27” 170Hz 2K Gaming Monitor 1ms AMD FreeSync Premium, WQHD (2560 x 1440), HDR Support (1 x Display Port 1.2 & 2 x HDMI 2.0 Ports) Nitro KG271U Pbiip More info Assembly and test NONE SELECTED More info Speakers NONE SELECTED More info Cases LIAN LI PC-O11 Dynamic Razer Edition Black Tempered Glass on the Front More info Power Supply EVGA SuperNOVA 750 GT, 80 Plus Gold 750W, Fully Modular, Auto Eco Mode with FDB Fan More info Memory 8gbx2 More info Operating Systems Microsoft Windows 10 Home 64-Bit Edition (configured w/drivers and updates) plus System Recovery (secure HDD partition+ bootable USB) Payment Shipping Warranty Support Contacts FAQ"
931,RV Paddle Entry Door Lock Latch Handle Knob Deadbolt Camper Trailer with 4 Keys,23.27,New,"RV Paddle Entry Door Lock Latch Handle Knob Deadbolt Camper Trailer with 4 Keys Selling Point: New Entry Door Locks for Travel Trailers, Etc. Replaces Trimark, Bargman, Fastec, Global Fits most RV Doors (Most common lock) please check measurements. 1-1/4"" to 1-1/2"" Door thickness Fits 2-3/4"" x 3-3/4"" hole cutout Feature: 【HIGH QUALITY】RV Door Lock selected high-quality zinc alloys, high hardness. Provide multi-year reliability and durability for long-term outdoor use. In addition, the keys are made of all metal and it is not easy to fracture. 【SAFE & PROTECTIVE】RV Entry Door Lock with Paddle Deadbolt is used with advanced locking techniques, built-in deadbolt and function of back locking, which is more secure than normal locks.Now you can bring valuables along with you on your trip , rather than worrying about theft. 【EASY INSTALLATION】Designed for ease and including simple installation hardware, most installations take ten minutes or less to complete, making this a stress free rv and trailer accessories option you can set up yourself. 【WIDELY APPLICABLE】Camper Door Lock can be widely applied in travel trailers, campers, trucks, horse trailers, cargo haulers, etc. Can well protect the contents of the RV. 【COMPLETE SET】Includes everything for installation: 1 door latch, 4 keys, 10 screws and 2 plates, easy operation. Not worry about screws too short or any unfit any more. If you have any questions, you can contact us. Package Includes: 1* RV Door Lock (Included hardwares, keys and screws) PAYMENT SHIPPING Return and Refund Policy FEEDBACK Help - Customer Support - Contac We accept payment via PayPal. Use PayPal at checkout to pay with credit or debit. Immediate payment is required. Shipping will be arranged within 1 business day once payment is cleared."
932,Vintage Snoopy & Woodstock Plastic Fun Straws - Peanuts Gang,11.99,New,Vintage Snoopy & Woodstock Plastic Fun Straws New in sealed package. Package has wear and some internal discoloration.Check out the other great items I have - before they are gone! Combined and International Shipping Available
933,4x CF219A 19A Drum Compatible with HP LaserJet Pro M102a M102w MFP M130fn M130fw,59.98,New,"Product Details CF219A Chip With New Chip Color Black Warranty 3 Years Package Include 4 * CF219A Drum Unit. Page Yield Up to 12,000 pages per drum base on 5%~10% coverage(depends on printer and usage). Compatible Printer Models ▶ LaserJet Pro M102A M102W ▶ LaserJet Pro M104A M104W ▶ LaserJet Pro MFP M130A M130FN ▶ LaserJet Pro MFP M132A M132FN ▶ LaserJet Pro MFP M132FP M132FW ▶ LaserJet Pro MFP M132NW M132SNW Excellent Print Results Delivers the same great print results as genuine toner, ensuring crisp and sharp text, vivid images, and consistent output throughout its lifecycle, delivering professional-looking prints for your business or personal use. With Identifiable Chip Our toner cartridges have a chip that automatically pairs with your printer, allowing you to quickly replace your old toner cartridge without transferring the original cartridge's chip, ensuring seamless compatibility with your printer and easy installation. Quality Assurance Toner cartridge complies with RoHS standards and ISO 9001 quality certification and ISO 14001 environmental management. If you have any questions about our products, please contact us immediately, we will provide you with the best after-sales service. FAQ Is my purchase available? When will it be delivered ? Normally, online goods are available. Orders placed before 18:00 can be shipped on the same day. If they cannot be shipped, the longest time will not be more than 24 hours. What should be paid attention to when receiving the goods? Please make up you receive our goods by personally, and carefully check whether the purchased products, models, quantities, appearance is intact, if there is a problem, please reject to sign for receive and contact us in time , if you are authorized to receive, it will be regarded as our customer's signature. Do you support return and exchange? If the quality problem leads to the return of goods, We will take care of the freight If you have any questions, please send us email and we'll get back to you and solve your problems within 24 hours. Thank you ! Our mission is based on customers, dedicated to provide quality products, and strive to become the most understanding of customer needs of the enterprise; to win customer support and trust Our mission: Strive for innovation for good customer experience Our vision: to become a customer satisfaction enterprise Our values: customer achievement - committed to customer satisfaction and success, entrepreneurship and innovation - the pursuit of efficiency and quality, focus on product innovation, accurate and truth-seeking - fact-based decision-making and business management, integrity - to build trust and responsible interpersonal relationship Our purpose: to be responsible for customers, shareholders and employees About Us LEDES Printing Consumables Co., Ltd. is one of the world's professional manufacturers of printing consumables. Focus on the development and production It accurately reduce using printing powder, good adsorption, non-toxic and harmless, high definition and high output. The company's products are sold to more than 100 countries around the world, widely praised. The company has a complete and scientific quality management system focus on the integrity, strength and product quality"
934,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_05095834,272.17,New,variation group level description
935,Universal Car Accessories Car Window Door Edge Strip Protector Chrome Seal Strip,5.85,New,"Universal Car Accessories Car Window Door Edge Strip Protector Chrome Seal Strip Description: Brand New !!! High Quality Chrome Look Styling Strip Comes in a roll (6mm x 2m) Self - Adhesive Backing Easy to cut and apply Suitable for decoration and/or protection Easy installation with self adhesive tape ( surface must be clean and smooth for best results ) Can be fitted to doors, boots, grills, bumpers, interior, etc.... Fits most universal car Note: The sizes are approx. Package included: 1 roll of Strip Adhesive Payment Delivery details Terms of sales About us Contact us - We accept the payment through Paypal only. - Payment must be fulfilled within 7 days after the end of auction. - Please make sure your paypal and ebay address is correct. Or not, please correct it before payment. - Echecks through PayPal need about 5-7 business days to get cleared. We will ship after notification from PayPal on echeck clearance. - If you are a big customer, Please contact with us about the item's PRICE and SHIPPING. - Your feedback & suggestion is deeply appreciated, thanks."
936,6PK Compatible for HP 48A Toner CF248A LaserJet Pro M15w M16 MFP M28w M28a M29w,34.69,New,"Product Details CF248A Chip With New Chip Color Black Warranty 3 Years Package Include CF248A Toner Cartridge. Page Yield Up to 1,000 pages per Black toner cartridge at 5%~10% coverage(depends on printer and usage). Compatible Printer Models ▶ LaserJet Pro M15a ▶ LaserJet Pro M15w ▶ LaserJet Pro M16a ▶ LaserJet Pro M16w ▶ LaserJet Pro MFP M28a ▶ LaserJet Pro MFP M28w ▶ LaserJet Pro MFP M29a ▶ LaserJet Pro MFP M29w ▶ LaserJet Pro MFP M31w Excellent Print Results Delivers the same great print results as genuine toner, ensuring crisp and sharp text, vivid images, and consistent output throughout its lifecycle, delivering professional-looking prints for your business or personal use. With Identifiable Chip Our toner cartridges have a chip that automatically pairs with your printer, allowing you to quickly replace your old toner cartridge without transferring the original cartridge's chip, ensuring seamless compatibility with your printer and easy installation. Quality Assurance Toner cartridge complies with RoHS standards and ISO 9001 quality certification and ISO 14001 environmental management. If you have any questions about our products, please contact us immediately, we will provide you with the best after-sales service. FAQ Is my purchase available? When will it be delivered ? Normally, online goods are available. Orders placed before 18:00 can be shipped on the same day. If they cannot be shipped, the longest time will not be more than 24 hours. What should be paid attention to when receiving the goods? Please make up you receive our goods by personally, and carefully check whether the purchased products, models, quantities, appearance is intact, if there is a problem, please reject to sign for receive and contact us in time , if you are authorized to receive, it will be regarded as our customer's signature. Do you support return and exchange? If the quality problem leads to the return of goods, We will take care of the freight If you have any questions, please send us email and we'll get back to you and solve your problems within 24 hours. Thank you ! Our mission is based on customers, dedicated to provide quality products, and strive to become the most understanding of customer needs of the enterprise; to win customer support and trust Our mission: Strive for innovation for good customer experience Our vision: to become a customer satisfaction enterprise Our values: customer achievement - committed to customer satisfaction and success, entrepreneurship and innovation - the pursuit of efficiency and quality, focus on product innovation, accurate and truth-seeking - fact-based decision-making and business management, integrity - to build trust and responsible interpersonal relationship Our purpose: to be responsible for customers, shareholders and employees About Us LEDES Printing Consumables Co., Ltd. is one of the world's professional manufacturers of printing consumables. Focus on the development and production It accurately reduce using printing powder, good adsorption, non-toxic and harmless, high definition and high output. The company's products are sold to more than 100 countries around the world, widely praised. The company has a complete and scientific quality management system focus on the integrity, strength and product quality"
937,asdzxcqwe MM9.49.01,625.00,New,"Life time toll free support 30 day money back guarantee Free shipping Product *Monitor sold separately Qwe Monitor Acer 27” 170Hz 2K Gaming Monitor 1ms AMD FreeSync Premium, WQHD (2560 x 1440), HDR Support (1 x Display Port 1.2 & 2 x HDMI 2.0 Ports) Nitro KG271U Pbiip Cases AZZA Spectra 280W / Gaming / ATX Mid Tower / Tempered Glass / White Power Supply ORSAIR RM750e Fully Modular Low-Noise ATX Power Supply - ATX 3.0 Memory 8gb Operating Systems Microsoft Windows 10 PRO 64-Bit Edition (configured w/drivers and updates) plus System Recovery (secure HDD partition) $625.00 *This is custom PC configuration build using our system configurator tool. To insure order accuracy please review system configuration before ordering. .st0 { fill: #000720; } System Configurator More info Monitor Acer 27” 170Hz 2K Gaming Monitor 1ms AMD FreeSync Premium, WQHD (2560 x 1440), HDR Support (1 x Display Port 1.2 & 2 x HDMI 2.0 Ports) Nitro KG271U Pbiip More info Assembly and test NONE SELECTED More info Speakers NONE SELECTED More info Cases AZZA Spectra 280W / Gaming / ATX Mid Tower / Tempered Glass / White More info Power Supply ORSAIR RM750e Fully Modular Low-Noise ATX Power Supply - ATX 3.0 More info Memory 8gb More info Operating Systems Microsoft Windows 10 PRO 64-Bit Edition (configured w/drivers and updates) plus System Recovery (secure HDD partition) Payment Shipping Warranty Support Contacts FAQ"
938,HD 1080P Car Dual Lens Dash Cam Front/Rear/Inside Video Recorder Camera G-sensor,36.99,New,"Product Feature： 3 Camera 1080P FHD Dash Cam:With 2.0 inch LCD screen,the dashcam front and rear simultaneously capture the road front, rear and inside passenger cabin at dual 1920x1080P, capturing every detail of the vehicle while driving. Best choice for online car-hailing service, taxis/rideshare drivers, commuters, and families. Night Vision & WDR/HDR Tech:The dashcam interior facing camera with 4 infrared LED lights, combined with super big aperture, wide dynamic range(WDR) and high dynamic range(HDR), you can get clearer footage and image at night. Car plates license can be easily seen even in darkness. Seamless Loop Recording:The dash cam with loop recording overwrites the unlocked oldest file automatically when the TF card is full, to ensure the normal recording. Built-in G-sensor:G-sensor is activated by any collision to start recording emergency video to help you get evidence in the car recorder when the unexpected situation occurs. 24 Hours Parking Monitoring: While your car is parked and the engine is off the dual dash cam front and inside auto-start and record a short video once it detects bumps by someone in parking, then turns off automatically. These dashcams for cars' videos will be saved & locked, thus providing you with video evidence. The dashcam front and cabin need a constant power supply either from the external battery pack or hardwire. Easy Installation & Use:This dash camera is very easy to install and operate. Just insert the TF card (not included) and connect to the power supply. The car dash camera will start recording immediately after igniting, shut down and save the video when you shut off the engine. Product Specification： Type:3Camera 1080P Car Dash Camera Pixel: 1920x1080/30 frames Display Screen:2.0 inch IPS HD 4:3 Viewing Angle:170(Front)/110(Rear)/120(Inside) degrees Front Camera:6-Glass/F2.0 aperture Special Functions:Cycle recording/G-sensor/24h Parking Monitor/Motion Detection/Night Vision/WDR/HDR Memory Card: Maximum 32G（Package does not include memory card） Power Interface:USB2.0/5V 1.5A Battery:320mAh polymer lithium battery Current Frequency: 50/60HZ Language:English, Chinese, Korean, Russian, Japanese, French, Italian, German, etc. Operation/Storage Temp:-40+70 degrees Package Included： 1 x 1080P Dual Dash Cam 1 x Car charger 1 x Suction cup holder 1 x Rear Camera 1 x Video Cable 1 x User Manual Payment Delivery details Terms of sales About us Contact us We accept a variety of payment methods"
939,asdzxcqwe MM7.92.49,460.00,New,"Life time toll free support 30 day money back guarantee Free shipping Product *Monitor sold separately Qwe Monitor Acer 27” 170Hz 2K Gaming Monitor 1ms AMD FreeSync Premium, WQHD (2560 x 1440), HDR Support (1 x Display Port 1.2 & 2 x HDMI 2.0 Ports) Nitro KG271U Pbiip Operating Systems Microsoft Windows 10 Home 64-Bit Edition (configured w/drivers and updates) plus System Recovery (secure HDD partition+ bootable USB) $460.00 *This is custom PC configuration build using our system configurator tool. To insure order accuracy please review system configuration before ordering. .st0 { fill: #000720; } System Configurator More info Monitor Acer 27” 170Hz 2K Gaming Monitor 1ms AMD FreeSync Premium, WQHD (2560 x 1440), HDR Support (1 x Display Port 1.2 & 2 x HDMI 2.0 Ports) Nitro KG271U Pbiip More info Assembly and test NONE SELECTED More info Speakers NONE SELECTED More info Cases NONE SELECTED More info Power Supply NONE SELECTED More info Memory NONE SELECTED More info Operating Systems Microsoft Windows 10 Home 64-Bit Edition (configured w/drivers and updates) plus System Recovery (secure HDD partition+ bootable USB) Payment Shipping Warranty Support Contacts FAQ"
940,Hikvision Compatible 4K 8MP 5MP IP Camera ColorVu IR Dual Light MIC POE Camera,78.38,New,"Hikvision Compatible 4K 8MP 5MP IP Camera ColorVu IR Dual Light MIC POE Camera Default IP address：192.168.1.110 Username：admin Password：123456 Phone App：Hik-connect PC Client：LMS, iVMS-4200 Search Tool：AjDevTool, SADP Camera Lens：2.8mm Support On-vif protocol and Hikvision protocol , Plug and Play with Hikvision NVR Compatible with third-party software on PC&mobile phones (such as Blue Iris and such as Blue Iris and iSpy) Features Vikylin Hikvision Compatible 5MP/8MP Dual Light Source Fixed Turret MIC Network Camera > 1/2.8” Progressive Scan CMOS 5MP-Sony IMX335 8MP-Sony IMX415 > 5MP：2592 x 1944-25fps 8MP：3840 x 2160-20fps > HD 2.8 mm fixed lens > Color: 0.01 Lux @(F1.6, AGC ON),0 Lux with Light > 265+,265,H.264 > Support PoE > BLC/3D DNR/HLC/WDR > Built-in Mic > IP67 Specification Camera Image Sensor 1/2.8”Progressive Scan CMOS Min. Illumination Color: 0.01 Lux @(F1.6, AGC ON),0 Lux with Light White Balance Auto/Manual Shutter Speed 1/10 s to 1/10,000 s Day & Night IR Cut Filter Digital Noise Reduction 2D/3D DNR WDR Support Privacy Mask 4 programmable privacy masks Lens Focal Length 2.8 mm (3.6mm Optional) Field of View Horizontal field of view: 103° Vertical field of view: 59° Diagonal field of view: 118° Compression Standard Video Compression Main stream: 265+,265,H.264 Sub-stream: 265+,265,H.264 265 Type Baseline profile/Main profile/High profile 265+ Yes Event Basic Event Motion Detection Intelligent detection Human Detection Illuminator Light Range 30 m LEDS 2PCS IR LED + 2PCS Warm Light LED Image Max. Resolution 5MP：2592 x 1944 8MP：3840 x 2160 Main Stream 5MP： 25fps @2592 × 1944/2560 × 1440/1080P/720P 8MP： 20fps@8MP(3840 x 2160) 30fps@ (3072 x2048,2592 x1944,2560 x 1440,1920 x 1080) Sub-Stream 30fps@720 x480 /VGA/640x360/480 x360 /CIF Image Enhancement BLC/3D DNR/HLC/WDR Network Network Storage Support Local storage and NFS,NVR,APP Cloud Storage Protocols TCP/IP/IPv4/IPv6/HTTP/RTSP/NFS/DHCP/NTP/SMTP/FTP/SSL General Fuction Built-in Mic,Privacy Masks, Horizon/Vertical Flip,Password Reset,Upgrade API O-N-V-I-F (Profile S, Profile G, Profile T) Simultaneous Live View Up to 20 channels User/Host 3 levels: Administrators, Operators and Users Client AjDevTool,SADP, Danale App,LMS,iVMS-4200 Web Browser IE 8+ ,Chrome 57.0+, Firefox 52.0+ Interface Network Interface 1 RJ45 10 M/100 M Ethernet, PoE Power 12V DC Audio IN Built-in Mic Audio Out N/A RS485 N/A SD Card slot N/A General Web Client Language 7 languages: Chinese, English, Russian, German, Italian, , Turkish, 한국어 Power 12V DC, 1.5 A (Max. 10.9 W, including Max. 4.2 W for IR) PoE (802.3af), 36 to 57V DC, 0.35 A (Max. 12.2 W, including max. 4.2 W for IR) Working Environment Temperature: -20°C to 60°C (-4°F to 140°F), humidity: ≤ 90% Protection Level IP67 Material Metal Dimension Package: 140 x 135 x 115 mm (5.5'' x 5.3'' x 4.5'') Weight With Package : Approx. 0.53 kg (1.16 lb.) AfterSale service Delivery details Terms of sales About us Contact us - we offer 7*10 hours aftersale service - we offer Technical support for free - all message will be replied in 24hours - Most of item with ""True"" 3 years warranty"
941,350W Sports Electric Scooter Adult with APP Electric Moped Commuter E-Scooter US,254.99,New,"Features: ✌️ [Portable Folding Design] - One key to fold and release, saving space and easy transportation with Only 26.5 lbs. ✌️ [Long Range Battery Life] - A powerful 350W motor propels the electric scooter to a max speed of 15.5 MPH. Ultra high capacity lithium battery, which can support a maximum commuting range up to 20 miles. ✌️ [8.5"" Pneumatic Tires] - With advanced 8.5"" shock-absorbing pneumatic tires are designed to be bumpy-patterned for better grip, make your ride more comfortable and safe. Equipped with a mechanical disc braking on the rear wheel and a electronic brake on the front wheel which is featured by the sensitive response and shorter braking distance to ensure safety and more stable. ✌️ [Intelligent and Humanized Design] - Features 3 speed modes-first mode for a 6 MPH comfortable ride and third mode to get the 15.5 MPH fast ride experience, adult scooter is also equipped with ultra bright LED headlight and battery capacity indicator. Ride safe with both headlight and taillight, and the updated headlight covers distance range of 15.5 feet. ✌️[UL Certification] - Our electric scooters are available with UL, CE, RoHS certifications. We offer a efficient and friendly customer service. Specification: Brand: DAZONE Net Weight:26.5lbs Color: Black Frame Material: Aluminium Tires: Pneumatic tire Max Load: 100kg / 220lbs Max speed: 15.5MPH Mileage: 15-22km / 9-14Miles Grade Ability: 20 degree slope Mode Type of Motor: Brushless hub motor Battery Type: High quality lithium battery Battery Capacitiy: 270 WH Battery Voltage: 36V Charging time: 3-4 hours Certification: CE, RoHS, MSDS Applicable People: Adults and Teens Package Include: 1x Eletric Scooter 1x Charger 1x User Manual"
942,1-20PCS TPMS TIRE AIR PRESSURE SENSOR FIT SUBARU IMPREZA FORESTER WRX LEGACY,9.99,New,"Please Check The Compatibility Of TPMS Before Purchasing To Ensure Proper Fit Choose Premium Materials That Meet OE Requirement, Ensuring Superior Reliability Easy Install, No Programming Required. Drive Safe with Our Tire Pressure Sensors TPMS Sensor Relearning"
943,Erica Evercool Sports Bra-L-Orange,1553.42,New,desc
944,Spray Baking Booth Infrared Paint Curing Light 2000W Heating Lamp For Car Body,148.80,New,"Product Description Curing Area：This baking lamp can cure an area of 35*50 cm (13.77*15.74inches), and the working temperature is up to 0-200°C. Equipped with powerful 2000W short-wave infrared lamps, it can return the heat through the conduction coating. Short-wave infrared heating Short-wave infrared light is highly efficient and penetrating. The high thermal efficiency can penetrate the paint layer and dry it from the inside out, so the paint surface is glossy and the coating adhesion is strong, which greatly reduces wrinkles and tears and avoids reworking. High Heat Dissipation Performance：The paint baking lamp is made of aluminum alloy, the front side is made of aluminum alloy mesh cover, the back side is made of aluminum alloy sheet with countless small holes, which greatly enhances the heat dissipation function and effectively improves the service life. Easy Operation：Infrared paint spraying lamp is equipped with rotating lampshade and stable adjustable metal tube structure, ball bearing roller with parking brake, very convenient and safe. Wide Application ：Infrared curing lamps are widely used in automotive paint spray booths, local paint drying, putty drying, automotive spray paint booths, ideal paint spraying tool for spot repair, engine drying, de-glueing strips, putty drying, primer drying, or preheating before spraying."
945,25w Type USB-C Fast Wall Charger+6FT Cable For Samsung Galaxy S20 S21 5G lot US,18.11,New,"💙【Super Safety Fast Charging】PD3.0 Technology ensures an optimized and rapid safe charging experience(25W) for all Samsung Galaxy S22, S21, S20 / Note 20 / Note 10 / 10+ and S10 5G Models, up to 9V/2.77A charge speed. Most phones will charge from 0 to 100% in about 60-90 minutes, some devices with very large batteries could take approximately 3 hours. 💙【Universal Type C Phone Charger 】The USB C Wall Charger can provide fast charge for Type-C phones and tablets, such as the 2018 iPad Pro 11/12.9, 2020 iPad Pro 11/12.9,Samsung Galaxy S22, S22+, S21, S21+, S20, S20+,S10, S10+S9, S9+ Plus, S8, S8+ Plus / Active, A70, A80, S10, S10 plus, Google Pixel, Pixel 2, Pixel 3, Pixel XL, Pixel 2XL, Pixel 3XL, Pixel 4XL, Pixel 3A, LG G7 Thing, G8, G6, G5, Stylo 4, V20, V30, V35, V30S, V40 ThinQ Plus, Motorola Moto Z and more. 💙【USB-C to USB-C Charging Cable】Easy for charging on different occasion, for travel, home, car, office, etc. 💙【Flexibility and Safety】 Use the cable to sync and transfer files at amazing speeds with your Galaxy or other compatible smartphone or laptop. Intelligent circuit design protects against short circuiting, over-heating, over-current, and over-charging for safe with fast charging. Sustained high-power output will have a temperature rise, but they are all within the safety limits. 💙【Package Includes】25W Wall Fast Charger & Type-C to Type-C Cable or 1xcharger only or 1xcable only!!!. Input: 100-240V, 50-60Hz, 0.7A Output: (PDO): 5.0V-3.0A or 9V-2.77A (PPS) 3.3-5.9V-3.0A or 3.3-11.0V-2.25A Compatible With: Galaxy A20/A21/A22/A50/A51/A52/A70/A71/A72/A90/A91/A92 Galaxy S8/S8+ Galaxy S9/S9+ Galaxy S10/S10+/S10e Galaxy S20 Galaxy S20 5G Galaxy S20+ Galaxy S20+ 5G Galaxy S20 Ultra 5G Galaxy S20 FE Galaxy S21 5G Galaxy S21+ 5G Galaxy S21 Ultra 5G Galaxy S22 5G Galaxy S22+ 5G Galaxy S22 Ultra 5G Galaxy Note 8 Galaxy Note 9 Galaxy Note 10 Galaxy Note 10 5G Galaxy Note 10+ Galaxy Note 10+ 5G Galaxy Note 10 Lite Galaxy Note 20 Galaxy Note 20 5G Galaxy Note 20 Ultra Galaxy Note 20 Ultra 5G Galaxy Note 21 (all models) Galaxy Tab S3 S4 S4 S5 S6 S7 Galaxy A02/A02s/A03/A03s/Core"
946,Modern Soft Memory Foam Modular L-Shape Sofa Living Room Comfy Upholstery Couch,679.99,New,"Product Description OUYESSIR L-Shaped Sectional Sofa Couch Specifications： Product Dimensions: 32.68""D x 112.2""W x 33.46""H Weight Capacity: 1000lbs Color: Yellow Material: Chenille Fabric Modern chenille Fabric L-Shape Sectional Sofa Sturdy solid wood frame, chenille fabric, filled with high-density sponge, making this modular sectional sofa beautiful and comfort, it can be perfectly matched with your apartment, house or conference room.Our modular sectional sofa is based on a solid hardwood frame with durable memory foam cushions built into the fabric, solid black legs perfectly support the entire sofa and can be used for long time. Refund& Return Payment Shippment After sals Service Feedback -Returns are accepted within 30 days.Any problems, please feel free to contact us by ebay message first,all email / message will be respond within 1 business day. -We provide free Return service, but we cannot pay the shipping cost for the below Reasons: 1. Buyer changed the -mind or do not need the item or Return according own personal Preference 2.Items may slightly differ from photo in terms of color due to the lighting or your monitor’s display. 3. Manual measurement has been used, there may be some reasonable error 4. Choose the wrong size , type or color cause the unfit problem 5. Buyer did not know how to install or Use the item 6.Find the better price. -Returns for free AND or free Replacement or free parts only in condition of product quality, arriving broken or missing parts and so on. -For the quality problem or unfit problem, the problem pictues must be provided when Return."
947,TEst mulit slku wdwd wewerewrewfSandbox_MSKU_v0_20240513093307,272.17,New,variation group level description
948,For Honda CR-V CRV 2012-2016 3rd Brake Tail Light Rear High Mount Lamp White,17.99,New,"For Honda CR-V CRV 2012-2016 3rd Brake Tail Light Rear High Mount Lamp White Feature: Made of heat-resistant plastic material. The light can rotate 360 Degrees. Easy to install. Water resistant for exterior use. Provides high efficiency. It can be lighted up immediately and it is an energy-saving and durable product.As the third Brake light,can warn the car behind when you want to stop. This item is a kind of all purpose brake lamp, fitting most vehicles and increasing the warning effect at the brake lamp when you brake. Fitment: For Honda CR-V 2012-2016 Package Included: 1PC Rear High Mount 3rd Third Brake Taillight Note: Please make sure this Brake Light will fit your car before you buy. Payment Delivery details Terms of sales About us Contact us We accept different payment method. Please make payment via ""ebay"" checkout button in order to prevent delay in your shipment. Buyers are responsible for import duties, custom fees and taxes, if any. Please check with your country’s custom office to determine the additional costs impose on the item prior to buying."
949,asdzxcqwe MM7.80.11,420.00,New,"Life time toll free support 30 day money back guarantee Free shipping Product *Monitor sold separately Qwe Monitor Acer 27” 170Hz 2K Gaming Monitor 1ms AMD FreeSync Premium, WQHD (2560 x 1440), HDR Support (1 x Display Port 1.2 & 2 x HDMI 2.0 Ports) Nitro KG271U Pbiip Operating Systems Microsoft Windows 10 PRO 64-Bit Edition (configured w/drivers and updates) plus System Recovery (secure HDD partition) $420.00 *This is custom PC configuration build using our system configurator tool. To insure order accuracy please review system configuration before ordering. .st0 { fill: #000720; } System Configurator More info Monitor Acer 27” 170Hz 2K Gaming Monitor 1ms AMD FreeSync Premium, WQHD (2560 x 1440), HDR Support (1 x Display Port 1.2 & 2 x HDMI 2.0 Ports) Nitro KG271U Pbiip More info Assembly and test NONE SELECTED More info Speakers NONE SELECTED More info Cases NONE SELECTED More info Power Supply NONE SELECTED More info Memory NONE SELECTED More info Operating Systems Microsoft Windows 10 PRO 64-Bit Edition (configured w/drivers and updates) plus System Recovery (secure HDD partition) Payment Shipping Warranty Support Contacts FAQ"
950,30pk 12mm Black On White Label Tape For Brother Tz Tze 231 For PT-D210 H110 D400,50.37,New,"Laminated: Yes Warranty: 36 month Length: 8m (26.2ft) Width: 12mm / (0.47"") / (1/2"") Color: Black on White It is certified with ISO 9001 and ISO 14001 Type: Premium Compatible Label Tape (Not OEM) Features: Fade resistance ; Water resistance ; Abrasion resistance ; Chemical resistance ; Temperature resistance Applications: Widely use in home, school, office, library, industry, factory, supermarket, warehouse management, hotel, medical laboratory, asset management, communication network system and so on. Printer available: GL-100， GL-H105，ST-1150，ST-1150DX，ST-5 P Touch Cube，Cube Plus，Cube xp，D200，D200BT，D200DA P Touch D200MA，D200SA，D210，D210VP，D210BK，D450， D400VP P Touch D400，D400AD， D600，D600VP，D800W，E100， E300，E300VP P Touch E300VP，E500，E500VP，E550W，E550WVP，E800W P Touch H100，H103，H105，H110，H111，H300，H300L，IH500，H500LI P Touch P700，P710BT，P750W,，P750WVP，P900，P900W，P950NW P Touch 11Q，200，300，310，300B，310B，320，330，340，350，520，530，540，550，580C P Touch 1000，1000BM，1090，1090BK，1010，1010B，1010NB，1010R，1010RDT，1010S P Touch 1100，1100QL，1100SB，1100SBVP，1100ST，1120,，1130，1160，1170，1170S, P Touch 1180，1180SC，1180SP，1190，1200，1230PC，1280，1280BT，1280SP P Touch 1280SR，1280TG，1280VP，1290，1290BT，1290BT2，1290RS，1290SBVP P Touch 1300，1400，1500，1500PC，1600，1700，1750，1750SC P Touch 1800，1810，1830，1830C，1830SC，1830VP，1880，1880C，1880SC，1880W P Touch 1890C，1890SC，1890W，1900，1900C，1910，1950，1960 P Touch 2030，2030AD，2030VP，2040SC，2040W，2040C，2100，2110，2200，2210 P Touch 2300，2310，2400，2410，2430PC，2470，2500PC，2600，2610 P Touch 2700，2710，2730，2730VP，3600，4000，6100，7100，7500，7600 P Touch 9200DX，9200PC，9400，9500PC，9600，9700PC，9800PCN，18R，18RKT"
